ContributorGroup,ContributionAmount,ContributorName,Employer,Occupation,Date,Location
Individual - Small,500.0,BREDGET EDWARDS,HOLY TRINITY CHURCH,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-01-10,"BETHESDA, MD"
Individual - Small,1000.0,BARBARA EHLEN,BEACON PLANNING AND CONSULTING,CONSULTANT,2023-12-05,"COLTS NECK, NJ"
Individual - Small,1000.0,JOSEPH EHRMAN,LION BUILDING SUPPLY LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-04,"LAKEWOOD, NJ"
Individual - Small,1000.0,YEHUDA EHRMAN,OPTIMUM PROPERTY MANAGEMENT LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-09-17,"OCEAN COUNTY, NJ"
Individual - Large,5000.0,JOE EHRMAN,OPTIMUM PROPERTY MANAGEMENT LLC,REAL ESTATE,2023-12-12,"LAKEWOOD, NJ"
Individual - Large,5000.0,ESTHER EHRMAN,OPTIMUM PROPERTY MANAGEMENT LLC,OFFICE WORKER,2023-12-12,"LAKEWOOD, NJ"
Individual - Large,5000.0,CHANANYA EHRMAN,INTERIOR DESIGN,ARCHITECT/SURVEYOR/PLANNER,2023-12-27,"LAKEWOOD, NJ"
Individual - Small,500.0,BARCODE EJ,UNEMPLOYED,UNEMPLOYED,2024-06-19,"ELIZABETH, NJ"
Individual - Small,300.0,SILVIA ENCALADA,UNION CITY BOARD OF EDUCATION,OFFICE WORKER,2024-12-07,"WEST NEW YORK, NJ"
Individual - Small,300.0,SILVIA ENCALADA,UNION CITY BOARD OF EDUCATION,OFFICE WORKER,2024-12-12,"WEST NEW YORK, NJ"
Individual - Small,840.0,DEREK FANCIULLO,MATSIKOUDIS AND FANCIULLO,ATTORNEY,2024-03-27,"JERSEY CITY, NJ"
Individual - Small,2500.0,EDWARD FARMER,MILLENNIUM STRATEGIES LLC,CONSULTANT,2024-01-30,"BOUND BROOK, NJ"
Individual - Small,1000.0,EDWARD FARMER,MILLENNIUM STRATEGIES LLC,CONSULTANT,2024-06-30,"BOUND BROOK, NJ"
Individual - Small,-1000.0,EDWARD FARMER,MILLENNIUM STRATEGIES LLC,CONSULTANT,2024-07-09,"BOUND BROOK, NJ"
Individual - Small,1000.0,EDWARD FARMER,MILLENNIUM STRATEGIES LLC,CONSULTANT,2024-09-02,"BOUND BROOK, NJ"
Individual - Small,1000.0,EDWARD FARMER,MILLENNIUM STRATEGIES LLC,CONSULTANT,2024-09-30,"BOUND BROOK, NJ"
Individual - Small,1000.0,RAY FARRINGTON,UNEMPLOYED,UNEMPLOYED,2023-11-09,"WYCKOFF, NJ"
Individual - Small,3300.0,CYNTHIA FASOLO,SOLOMAN 3 LLC,REAL ESTATE,2024-06-24,"ELMWOOD PARK, NJ"
Individual - Small,3300.0,BIAGIO FASOLO,GF MASONRY LLC,CONSTRUCTION TRADE/LABOR TRADE,2024-06-29,"ELMWOOD PARK, NJ"
Individual - Small,1000.0,JONATHAN FEIFER,PARK STONE,FINANCIAL SERVICES/BANKING,2023-12-15,"MANHATTAN, NY"
Individual - Small,2000.0,JONATHAN FEIFER,PARK STONE,FINANCIAL SERVICES/BANKING,2023-12-22,"MANHATTAN, NY"
Individual - Large,5200.0,TUVIA FELDMAN,NEW YORK STONE,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-11-15,"NEW YORK, NY"
Individual - Small,1000.0,JOSEPH FELDMAN,LPZ MANAGEMENT,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-07,"TENAFLY, NJ"
Individual - Large,5000.0,LEE COHEN FELUS,NEW YORK STONE,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-11-15,"WOODMERE, NY"
Individual - Large,4500.0,AIDAN FENNESSY,MEDIDATA,ARCHITECT/SURVEYOR/PLANNER,2023-12-21,"NEW YORK, NY"
Individual - Small,1000.0,MICHAEL FERRARO,EGENTOWICZ WRECKING LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-09-04,"KEARNY, NJ"
Individual - Small,300.0,CESAR FIGUEROA,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-12-11,"CARLSTADT, NJ"
Individual - Small,1000.0,JOHN FIO RITO,SELF-EMPLOYED,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-02-21,"VERONA, NJ"
Individual - Small,1000.0,FRED FISH,TREE CO,REAL ESTATE,2024-11-20,"ENGLEWOOD, NJ"
Individual - Small,300.0,MARK FLORES,CITY OF UNION CITY,LAW ENFORCEMENT,2024-12-11,"NEW MILFORD, NJ"
Individual - Small,1000.0,EDWARD FLORIO,FLORIO KENNY RAVAL LLP,ATTORNEY,2023-12-05,"LYNDHURST, NJ"
Individual - Small,1000.0,TERENCE FOX,ARCHER & GREINER PC,ATTORNEY,2024-06-13,"WEST DEPTFORD, NJ"
Individual - Small,300.0,ANTONIO FRANCISCO,UNEMPLOYED,UNEMPLOYED,2024-12-11,"CLARK, NJ"
Individual - Small,2500.0,ANTHONY FRANKLIN,FRANK CONSULTING,INSURANCE,2024-03-28,"MONTCLAIR, NJ"
Individual - Small,2500.0,ABE FRIECHMAN,INTERFAITH MEDICAL GROUP LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-20,"NEW YORK, NY"
Individual - Large,5200.0,ERIC FRIEDBERG,SELF-EMPLOYED,REAL ESTATE,2023-12-28,"NEW YORK, NY"
Individual - Small,200.0,ADAM FRIEDMAN,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-09,"NORTH CALDWELL, NJ"
Individual - Small,2000.0,HERSEY FRIEDMAN,HERSEY FRIEDMAN,CONSULTANT,2023-12-20,"BROOKLYN, NY"
Individual - Small,2000.0,PEARL FRIEDMAN,ACOR SERVICES,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-04,"BROOKLYN, NY"
Individual - Small,1000.0,ANDREW FRIEDMAN,FRIEDMAN PROPERTIES LLC,REAL ESTATE,2023-12-01,"LIVINGSTON, NJ"
Individual - Small,500.0,ADAM FRIEDMAN,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-20,"NORTH CALDWELL, NJ"
Individual - Small,1000.0,ANDREW FRIEDMAN,FRIEDMAN PROPERTIES LLC,REAL ESTATE,2024-06-11,"LIVINGSTON, NJ"
Individual - Large,5200.0,ALFRED FRUNGILLO,GD CORRECTIONAL SERVICES LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-05,"ESSEX FELLS, NJ"
Individual - Large,5200.0,ROBERT FRUSTACI,PREMIER FACILITY MGT,AGRICULTURAL,2023-12-29,"WOODLAND PARK, NJ"
Individual - Small,1000.0,ROBERT FRUSTACI,PREMIER FACILITY MGT,AGRICULTURAL,2024-08-20,"WOODLAND PARK, NJ"
Individual - Small,-1000.0,ROBERT FRUSTACI,PREMIER FACILITY MGT,AGRICULTURAL,2024-10-22,"WOODLAND PARK, NJ"
Individual - Small,-5200.0,YING FU,UNEMPLOYED,UNEMPLOYED,2024-04-19,"LIVINGSTON, NJ"
Individual - Large,5200.0,YING FU,UNEMPLOYED,UNEMPLOYED,2024-06-26,"LIVINGSTON, NJ"
Individual - Large,5200.0,YING FU,UNEMPLOYED,UNEMPLOYED,2023-12-19,"LIVINGSTON, NJ"
Individual - Small,300.0,KEITH FURLONG,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-01-25,"N. HALEDON, NJ"
Individual - Small,500.0,CHRISTIAN FUSCARINO,GARDEN STATE EQUALITY,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-03-19,"NEPTUNE CITY, NJ"
Individual - Small,300.0,COURTNEY GACCIONE,CSG LAW,ATTORNEY,2023-12-18,"ROSELAND, NJ"
Individual - Small,200.0,COURTNEY GACCIONE,CSG LAW,ATTORNEY,2024-11-27,"ROSELAND, NJ"
Individual - Small,300.0,ROBERT GAUL,MANUFACTURING STEAMFITTERS LOCAL 475,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-04-02,"JERSEY CITY, NJ"
Individual - Small,1000.0,SYDNEY GECHA,STATE OF NEW JERSEY,ATTORNEY,2024-08-03,"PRINCETON, NJ"
Individual - Large,4900.0,GEORGE GELLERT,GELLERT GLOBAL GROUP,FINANCIAL SERVICES/BANKING,2023-11-08,"NEW VERNON, NJ"
Individual - Large,4900.0,BARBARA GELLERT,GELLERT GLOBAL GROUP,FINANCIAL SERVICES/BANKING,2023-11-15,"NEW VERNON, NJ"
Individual - Large,5200.0,ANGELO GENOVA,GENOVA BURNS,ATTORNEY,2023-12-05,"NEWARK, NJ"
Individual - Large,5200.0,GEORGE GEORGEADIS,AXIS GROUP BIZ LLC,RETAIL SALES,2024-01-23,"JERSEY CITY, NJ"
Individual - Large,5000.0,CASEY GESVELLI,GESWELLI REALTY LP,REAL ESTATE,2023-12-11,"LONGBOAT KEY, FL"
Individual - Small,300.0,FRANCIS GIANTOMASI,CSG LAW,ATTORNEY,2023-12-18,"HOBOKEN, NJ"
Individual - Small,2600.0,FRANCIS GIANTOMASI,CSG LAW,ATTORNEY,2023-12-18,"HOBOKEN, NJ"
Individual - Small,1000.0,FRANCIS GIANTOMASI,CSG LAW,ATTORNEY,2024-12-09,"HOBOKEN, NJ"
Individual - Small,1000.0,CHRISTOPHER GIBSON,ARCHER & GREINER PC,ATTORNEY,2024-05-29,"THOROFARE, NJ"
Individual - Small,-800.0,KASHMIR GILL,CAREPOINT HEALTH SYSTEM,PHYSICIAN,2024-06-30,"MORGANVILLE, NJ"
Individual - Large,5200.0,BIKRAM GILL,CAREPOINT HEALTH SYSTEM,PHYSICIAN,2024-05-22,"MORGANVILLE, NJ"
Individual - Large,6000.0,KASHMIR GILL,CAREPOINT HEALTH SYSTEM,PHYSICIAN,2024-05-21,"MORGANVILLE, NJ"
Individual - Small,800.0,JATINDER GILL,UNEMPLOYED,UNEMPLOYED,2024-05-22,"MORGANVILLE, NJ"
Individual - Small,1000.0,JASHANJEET GILL,NEW JERSEY LEGISLATURE,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-05-14,"JERSEY CITY, NJ"
Individual - Small,1000.0,RAVI GILL,CREATIVE MANAGEMENT INC,INFORMATION TECHNOLOGY/COMPUTER SCIENCE,2024-05-14,"COLTS NECK, NJ"
Individual - Small,2000.0,RAYOND GILL,GILL & CHAMAS LLC,ATTORNEY,2024-03-18,"WOODBRIDGE, NJ"
Individual - Small,500.0,JOSEPH GILLIS,MLB RESIDENTIAL LENDING,FINANCIAL SERVICES/BANKING,2024-06-19,"MARTINVILLE, NJ"
Individual - Small,450.0,ABRAHAM GITH,HCST,EDUCATION/PROFESSOR/TEACHER,2024-09-30,"JERSEY CITY, NJ"
Individual - Small,1000.0,CARL GOLDBERG,CANOE BROOK MANAGEMENT,REAL ESTATE,2024-06-17,"ROSELAND, NJ"
Individual - Small,500.0,PHILIP GOLDSCHMIEDT,UNEMPLOYED,UNEMPLOYED,2024-04-10,"TEANECK, NJ"
Individual - Small,2500.0,JOSE GOMES,UNEMPLOYED,UNEMPLOYED,2024-06-03,"WARREN, NJ"
Individual - Small,1000.0,RAMON GONZALEZ,RAMON M GONZALES ESQ,ATTORNEY,2023-12-12,"UNION CITY, NJ"
Individual - Small,300.0,RAMON GONZALEZ,RAMON M GONZALES ESQ,ATTORNEY,2024-12-11,"UNION CITY, NJ"
Individual - Small,2500.0,WILLIAM GORMLEY,RETIRED,RETIRED,2023-12-04,"NORTHFIELD, NJ"
Individual - Large,5000.0,JANE GOTTESMAN,SELF-EMPLOYED,CONSULTANT,2024-06-19,"BERKELEY, CA"
Individual - Small,250.0,JUDITH GOTTLIEB,RETIRED,RETIRED,2023-12-05,"CLARK, NJ"
Individual - Small,250.0,JUDITH GOTTLIEB,RETIRED,RETIRED,2024-02-19,"CLARK, NJ"
Individual - Small,200.0,JUDITH GOTTLIEB,RETIRED,RETIRED,2024-12-01,"CLARK, NJ"
Individual - Large,5000.0,JOHN GRAHAM,FOUNDATION RISK PARTNERS,INSURANCE,2024-12-10,"VERONA, NJ"
Individual - Small,1000.0,ANTHONY GRANO,PERSIISTENT CONSTRUCTION INC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-09-05,"WYCKOFF, NJ"
Individual - Small,1000.0,RONALD GRAVINO,INSIDE TECHNOLOGIES CORP,FINANCIAL SERVICES/BANKING,2024-03-18,"EDISON, NJ"
Individual - Small,1000.0,GARY GREEN,ARCHER & GREINER PC,ATTORNEY,2024-06-12,"CHERRY HILL, NJ"
Individual - Small,500.0,MICHAEL GREENBERG,MICHAEL GREENBERG,ATTORNEY,2024-03-27,"TEANECK, NJ"
Individual - Large,5200.0,JOEL GRODMAN,SELF-EMPLOYED,MEDICAL PROFESSIONAL (NOT PHYSICIAN),2024-03-15,"NEWARK, NJ"
Individual - Small,1000.0,MEYER GROSS,TIGER CABINETS,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-08-30,"WAYNE, NJ"
Individual - Small,300.0,SUSAN GRUEL,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-12-06,"OCEAN GROVE, NJ"
Individual - Small,200.0,DARREN GRZYB,CSG LAW,ATTORNEY,2024-12-05,"ROSELAND, NJ"
Individual - Small,400.0,DARREN GRZYB,CSG LAW,ATTORNEY,2023-12-13,"ROSELAND, NJ"
Individual - Small,400.0,JEFFREY GUSSOFF,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-19,"MONTVILLE, NJ"
Individual - Small,200.0,JEFFREY GUSSOFF,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-11,"MONTVILLE, NJ"
Individual - Small,1000.0,JILL HABERFIELD,ORLOFF LOWENBACH STIFELMAN AND SIEGEL,ATTORNEY,2024-06-10,"MORRISTOWN, NJ"
Individual - Small,300.0,JUNIE HAHN,CSG LAW,ATTORNEY,2024-11-27,"SCOTCH PLAINS, NJ"
Individual - Small,500.0,JUNIE HAHN,CSG LAW,ATTORNEY,2023-12-12,"SCOTCH PLAINS, NJ"
Individual - Large,5000.0,DANIEL HALPERN,ARP LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-28,"ATLANTA, GA"
Individual - Small,200.0,ROXANNA HAMMETT,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-05,"ROCKAWAY, NJ"
Individual - Small,300.0,ROXANNA HAMMETT,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-12,"ROCKAWAY, NJ"
Individual - Small,1000.0,PAUL HANAK,UNION CITY BOARD OF EDUCATION,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-11-12,"WEEHAWKEN, NJ"
Individual - Small,500.0,PAUL HANAK,UNION CITY BOARD OF EDUCATION,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-02-26,"WEEHAWKEN, NJ"
Individual - Small,1000.0,PAUL HANAK,UNION CITY BOARD OF EDUCATION,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-12-09,"WEEHAWKEN, NJ"
Individual - Small,300.0,RICHARD HANNA,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-12-11,"TOWNSHIP OF WASHINGTON, NJ"
Individual - Small,500.0,JOHN HARRISON,HARRISON-HAMNETT PC CONSULTING ENGINEERS,ENGINEER,2024-03-14,"PENNINGTON, NJ"
Individual - Large,5000.0,MARIA HATZIDOUKAS,P&M GROVE STREET LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-26,"PARSIPPANY, NJ"
Individual - Small,500.0,WILLIAM HAUCK,NEW JERSEY DEPT OF CORRECTIONS,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-04-02,"CLINTON, NJ"
Individual - Small,2500.0,JOSEPH HAYDEN,PASHMAN STEIN WALDER HAYDEN,ATTORNEY,2023-12-05,"HOBOKEN, NJ"
Individual - Small,1000.0,DEBORAH HAYS,ARCHER & GREINER PC,ATTORNEY,2024-06-04,"VOORHEES, NJ"
Individual - Small,300.0,JERRAMIAH HEALY,RETIRED,RETIRED,2024-03-27,"JERSEY CITY, NJ"
Individual - Small,1200.0,JERRAMIAH HEALY,RETIRED,RETIRED,2024-03-27,"JERSEY CITY, NJ"
Individual - Small,1000.0,JERRAMIAH HEALY,RETIRED,RETIRED,2024-01-23,"JERSEY CITY, NJ"
Individual - Small,1500.0,JERRAMIAH HEALY,RETIRED,RETIRED,2024-09-30,"JERSEY CITY, NJ"
Individual - Large,5000.0,HENRY HEHRMAN,JSQ PROPERTIES LLC,REAL ESTATE,2023-12-26,"LAKEWOOD, NJ"
Individual - Small,300.0,OLGA HERNANDEZ,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-12-11,"UNION CITY, NJ"
Individual - Large,5200.0,ALBERTO HERRERA-VARGAS,SELF-EMPLOYED,REAL ESTATE,2024-02-26,"JERSEY CITY, NJ"
Individual - Small,-5200.0,ALBERTO HERRERA-VARGAS,SELF-EMPLOYED,REAL ESTATE,2024-05-30,"JERSEY CITY, NJ"
Individual - Small,1000.0,SEAN HERRING,A-1 EXCAVATING AND CONTRACTING LLC,CONSTRUCTION TRADE/LABOR TRADE,2024-03-06,"JERSEY CITY, NJ"
Individual - Small,1000.0,SUSAN HIRCH,UNEMPLOYED,UNEMPLOYED,2024-06-12,"WATCHUNG, NJ"
Individual - Small,1000.0,SHAYA HIRSCH,SHAYA HIRSCH,REAL ESTATE,2023-12-10,"MONROE, NY"
Individual - Small,1000.0,SUSAN HIRSH,UNEMPLOYED,UNEMPLOYED,2024-06-12,"WATCHUNG, NJ"
Individual - Small,500.0,DONNY HISENA,RISTORANTE DA BENITO,HOSPITALITY/HOTEL/FOOD/BEVERAGE,2023-12-19,"UNION, NJ"
Individual - Small,500.0,GARY HOAGLAND,HOAGLAND LONGO MORAN DUNST& DOUKAS LLP,ATTORNEY,2024-03-27,"COLTS NECK, NJ"
Individual - Small,1000.0,GARY HOAGLAND,HOAGLAND LONGO MORAN DUNST& DOUKAS LLP,ATTORNEY,2024-09-30,"COLTS NECK, NJ"
Individual - Large,5200.0,DAVE HOLLENBECK,SCARINCI ANDHOLLENBECK LLC,ATTORNEY,2023-12-05,"LITTLE FALLS, NJ"
Individual - Small,200.0,JASON HOLT,CSG LAW,ATTORNEY,2024-12-09,"ROSELAND, NJ"
Individual - Small,300.0,JASON HOLT,CSG LAW,ATTORNEY,2023-12-19,"ROSELAND, NJ"
Individual - Small,300.0,ROBERT HORNBY,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-20,"ROSELAND, NJ"
Individual - Small,250.0,JACOB HUDNUT,JACOB HUDNUT,ATTORNEY,2023-12-14,"JERSEY CITY, NJ"
Individual - Small,1000.0,STEVEN HUMMELL,CITY OF JERSEY CITY,ATTORNEY,2024-06-11,"LYNDHURST, NJ"
Individual - Large,5200.0,LEO HURLEY,CONNELLY FOLEY ATTORNEYS AT LAW,ATTORNEY,2023-12-29,"JERSEY CITY, NJ"
Individual - Small,500.0,MOHAMMAD HUSSAIN,RETIRED,RETIRED,2023-12-21,"STATEN ISLAND, NY"
Individual - Small,500.0,NABILA HUSSAIN,RETIRED,RETIRED,2023-12-20,"STATEN ISLAND, NY"
Individual - Small,1000.0,ANTONIO IBARRIA,EL ESPECIALITO,MEDIA,2023-12-05,"WEST NEW YORK, NJ"
Individual - Small,1000.0,ANTONIO IBARRIA,EL ESPECIALITO,MEDIA,2024-03-06,"WEST NEW YORK, NJ"
Individual - Small,1000.0,ANTONIO IBARRIA,EL ESPECIALITO,MEDIA,2024-06-11,"WEST NEW YORK, NJ"
Individual - Small,1000.0,ANTONIO IBARRIA,EL ESPECIALITO,MEDIA,2024-05-10,"WEST NEW YORK, NJ"
Individual - Small,1200.0,ANTONIO IBARRIA,EL ESPECIALITO,MEDIA,2024-12-11,"WEST NEW YORK, NJ"
Individual - Small,250.0,JUNE INDERWIES,GIBBONS LAW,ATTORNEY,2024-09-30,"BRICK, NJ"
Individual - Small,500.0,RONALD ISRAEL,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-12,"LIVINGSTON, NJ"
Individual - Small,300.0,RONALD ISRAEL,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-03,"LIVINGSTON, NJ"
Individual - Small,250.0,FRANKEL ISSAC,BRUCK MANAGEMENT LLC,REAL ESTATE,2024-04-02,"EAST ORANGE, NJ"
Individual - Large,6000.0,SHANKAR IYER,CAREPOINT HEALTH SYSTEM,PHYSICIAN,2024-05-14,"WATCHUNG, NJ"
Individual - Small,-800.0,SHANKAR IYER,CAREPOINT HEALTH SYSTEM,PHYSICIAN,2024-06-30,"WATCHUNG, NJ"
Individual - Small,300.0,TANJA JACKSON,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-12-07,"FAIRVIEW, NJ"
Individual - Small,500.0,ROSH JAFFE,CSG LAW,ATTORNEY,2023-12-13,"WYCKOFF, NJ"
Individual - Small,1000.0,ALIA JALUDI,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-03-29,"WESTWOOD, NJ"
Individual - Small,1300.0,ALIA JALUDI,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-03-01,"WESTWOOD, NJ"
Individual - Small,-1500.0,ALIA JALUDI,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-06-30,"WESTWOOD, NJ"
Individual - Small,-777.0,ALIA JALUDI,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-06-30,"WESTWOOD, NJ"
Individual - Small,777.0,ALIA JALUDI,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-06-28,"WESTWOOD, NJ"
Individual - Small,1700.0,ALIA JALUDI,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-05-10,"WESTWOOD, NJ"
Individual - Small,1500.0,OMAR JALUDI,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-06-30,"WESTWOOD, NJ"
Individual - Small,2700.0,ALIA JALUDI,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2023-12-29,"WESTWOOD, NJ"
Individual - Small,500.0,FRANCIS JAMES,HERITAGE CAPITAL GROUP,ENGINEER,2024-12-12,"CARTERET, NJ"
Individual - Small,500.0,FRANCIS JAMES,HERITAGE CAPITAL GROUP,ENGINEER,2024-04-02,"CARTERET, NJ"
Individual - Small,2500.0,CAROL JAMES,EST OF CAROL A JAMES FRANCIS R JAMES EXEC,RETIRED,2024-03-26,"CARTERET, NJ"
Individual - Small,2000.0,MATTHEW JESSUP,MCMANIMON SCOTLAND AND BAUMANN LLC,ATTORNEY,2023-11-10,"WESTFIELD, NJ"
Individual - Small,1000.0,GURBIR JOHAL,GURBIR JOHAL MD,PHYSICIAN,2024-04-10,"CARTERET, NJ"
Individual - Small,500.0,KIM JOHNSON,UNEMPLOYED,UNEMPLOYED,2024-07-18,"WEST ORANGE, NJ"
Individual - Small,200.0,KIM JOHNSON,UNEMPLOYED,UNEMPLOYED,2024-07-02,"WEST ORANGE, NJ"
Individual - Small,2600.0,PAUL JOSEPHSON,DUANE MORRIS LLP,ATTORNEY,2024-03-27,"PRINCETON, NJ"
Individual - Small,500.0,BRENDAN JOY,NEW JERSEY TRUST,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-12,"JERSEY CITY, NJ"
Individual - Small,1500.0,SANJEEV JUMANI,TULFRA REALTY LLC,REAL ESTATE,2024-01-22,"ROCHELLE PARK, NJ"
Individual - Small,500.0,SANJEEV JUMANI,TULFRA REALTY LLC,REAL ESTATE,2024-01-30,"ROCHELLE PARK, NJ"
Individual - Small,1000.0,BATSHEVA JUNGREIS,UNEMPLOYED,UNEMPLOYED,2024-09-16,"HOWELL, NJ"
Individual - Small,300.0,KHALIL KAID,SAMAA PROPERTIES LLC,REAL ESTATE,2023-12-03,"CHATHAM, NJ"
Individual - Small,500.0,STEVEN KALCANIDES,HELENS PIZZA,BUSINESS OWNER,2024-03-27,"JERSEY CITY, NJ"
Individual - Small,200.0,BRIAN KANTAR,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-03,"FLORHAM PARK, NJ"
Individual - Small,200.0,BRIAN KANTAR,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-03,"FLORHAM PARK, NJ"
Individual - Small,300.0,WILLIAM KATCHEN,WILLIAM KATCHEN CPA LLC,ACCOUNTANTS/AUDITORS,2024-02-10,"CLIFFSIDE PARK, NJ"
Individual - Small,500.0,WILLIAM KATCHEN,WILLIAM KATCHEN CPA LLC,ACCOUNTANTS/AUDITORS,2023-11-03,"CLIFFSIDE PARK, NJ"
Individual - Small,500.0,JOHN KATSANDONIS,JOHN KATSANDONIS ESQ ATTORNEY BUSINESS ACCOUNT,ATTORNEY,2024-03-27,"NEW YORK, NY"
Individual - Small,250.0,CONSTYANTINE KATSIFIS,AMERICANA RD INC,HOSPITALITY/HOTEL/FOOD/BEVERAGE,2024-08-02,"EAST WINDSOR, NJ"
Individual - Small,2000.0,LEAH KAUFMAN,MCMANIMON SCOTLAND AND BAUMANN LLC,ATTORNEY,2023-11-10,"MONTVILLE, NJ"
Individual - Small,2000.0,ROBERT KAYE,PRC MANAAGEMENT CO INC,REAL ESTATE,2024-07-01,"RED BANK, NJ"
Individual - Small,1000.0,JAMES KEARNEY,BELLE,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-07,"MONTVILLE, NJ"
Individual - Small,300.0,RAYMOND KEELEY,UNEMPLOYED,UNEMPLOYED,2024-12-13,"TOTOWA, NJ"
Individual - Small,3300.0,MICHAEL KEKOVSKI,PELISTER CONSTRUCTION LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-25,"ELMWOOD PARK, NJ"
Individual - Small,300.0,CHRISTOPHER KELLY,CSG LAW,ATTORNEY,2024-12-12,"ROSELAND, NJ"
Individual - Small,1000.0,THOMAS KELSO,KELSO & BURGESS ESQS,ATTORNEY,2023-12-27,"NEW BRUNSWICK, NJ"
Individual - Small,1000.0,JONATHAN KER,INSITE ENGINEERING,ENGINEER,2024-06-04,"WALL TOWNSHIP, NJ"
Individual - Small,200.0,STEPHEN KISKER,CSG LAW,ATTORNEY,2024-11-27,"BASKING RIDGE, NJ"
Individual - Small,400.0,STEPHEN KISKER,CSG LAW,ATTORNEY,2023-12-12,"BASKING RIDGE, NJ"
Individual - Small,1000.0,BRADFORD KLATT,CANOE BROOK MANAGEMENT,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-17,"LIVINGSTON, NJ"
Individual - Small,1000.0,KEITH KLAUS,KJMK CONSTRUCTION INC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-12,"ASTON, PA"
Individual - Small,1000.0,JACOB KLEIN,THE KLEIN GROUP LLC,REAL ESTATE,2024-06-06,"FLORHAM PARK, NJ"
Individual - Small,1000.0,HENRY KLINGEMAN,KLINGEMAN CERIMELE,ATTORNEY,2024-06-08,"GREEN VILLAGE, NJ"
Individual - Small,1000.0,SCOTT KOBLER,MCCARTER & ENGLISH LLP,ATTORNEY,2023-12-29,"ESSEX FELLS, NJ"
Individual - Small,500.0,CRAIG KOJAC,LAW OFFICE OF CRAIG KOJAC LLC,ATTORNEY,2024-12-11,"NEWFOUNDLAND, NJ"
